"lat","lon","time","avg","max","min","n"
26,-81.5,2015-07-10,3.07808820641741,3.07815177674976,3.07662608877338,24
26,-81.5,2015-07-11,3.07939457674719,3.07944861152969,3.07815177674976,24
26,-81.5,2015-07-12,3.08083762329152,3.08089801510725,3.07944861152969,24
26,-81.5,2015-07-13,3.08236013275128,3.08242370308363,3.08089801510725,24
26,-81.5,2015-07-14,3.08381271484546,3.0838731066612,3.08242370308363,24
26,-81.5,2015-07-15,3.08526211842303,3.08532251023876,3.0838731066612,24
26,-81.5,2015-07-16,3.08744258082261,3.08753475780451,3.08532251023876,24
26,-81.5,2015-07-17,3.08965482838836,3.08974700537027,3.08753475780451,24
26,-81.5,2015-07-18,3.09179397007191,3.0918829685372,3.08974700537027,24
26,-81.5,2015-07-19,3.09400303912105,3.09409521610296,3.0918829685372,24
26,-81.5,2015-07-20,3.0962152866868,3.09630746366871,3.09409521610296,24
26,-81.5,2015-07-21,3.09842753425256,3.09851971123446,3.09630746366871,24
26,-81.5,2015-07-22,3.10063978181831,3.10073195880022,3.09851971123446,24
26,-81.5,2015-07-23,3.10277892350186,3.10286792196715,3.10073195880022,24
26,-81.5,2015-07-24,3.104987992551,3.10508016953291,3.10286792196715,24
26,-81.5,2015-07-25,3.10705402835235,3.10713984830102,3.10508016953291,24
26,-81.5,2015-07-26,3.10940613064927,3.10950466466442,3.10713984830102,24
26,-81.5,2015-07-27,3.11162473524826,3.11171691223017,3.10950466466442,24
26,-81.5,2015-07-28,3.11383698281402,3.11392915979592,3.11171691223017,24
26,-81.5,2015-07-29,3.11590301861537,3.11598883856404,3.11392915979592,24
26,-81.5,2015-07-30,3.11818201503009,3.11827737052861,3.11598883856404,24
26,-81.5,2015-07-31,3.12025122934806,3.12033704929673,3.11827737052861,24
26,-81.4,2015-07-01,3.32112712253847,3.32119387138744,3.31959189901223,24
26,-81.4,2015-07-02,3.32280220079587,3.32287212816146,3.32119387138744,24
26,-81.4,2015-07-03,3.32440735168769,3.32447410053666,3.32287212816146,24
26,-81.4,2015-07-04,3.32600932406289,3.32607607291186,3.32447410053666,24
26,-81.4,2015-07-05,3.32753819055589,3.32760176088824,3.32607607291186,24
26,-81.4,2015-07-06,3.32928319617888,3.32935630206108,3.32760176088824,24
26,-81.4,2015-07-07,3.33089152558731,3.33095827443628,3.32935630206108,24
26,-81.4,2015-07-08,3.33242039208031,3.33248396241266,3.33095827443628,24
26,-81.4,2015-07-09,3.3340191859389,3.33408593478786,3.33248396241266,24
26,-81.4,2015-07-10,3.3357673700785,3.3358404759607,3.33408593478786,24
26,-81.4,2015-07-11,3.33730259360474,3.33736616393709,3.3358404759607,24
26,-81.4,2015-07-12,3.33890138746332,3.33896813631229,3.33736616393709,24
26,-81.4,2015-07-13,3.34050335983852,3.34057010868749,3.33896813631229,24
26,-81.4,2015-07-14,3.34217843809592,3.34224836546151,3.34057010868749,24
26,-81.4,2015-07-15,3.34378358898774,3.34385033783671,3.34224836546151,24
26,-81.4,2015-07-16,3.34436207901212,3.34438432862844,3.34385033783671,24
26,-81.4,2015-07-17,3.34482296392165,3.34484203502136,3.34438432862844,24
26,-81.4,2015-07-18,3.34528067031457,3.34529974141427,3.34484203502136,24
26,-81.4,2015-07-19,3.34581148258968,3.34583373220601,3.34529974141427,24
26,-81.4,2015-07-20,3.34627236749922,3.34629143859892,3.34583373220601,24
26,-81.4,2015-07-21,3.34680317977433,3.34682542939066,3.34629143859892,24
26,-81.4,2015-07-22,3.34741027644827,3.34743570458121,3.34682542939066,24
26,-81.4,2015-07-23,3.34787433987442,3.34789341097412,3.34743570458121,24
26,-81.4,2015-07-24,3.34833204626733,3.34835111736704,3.34789341097412,24
26,-81.4,2015-07-25,3.34886285854245,3.34888510815877,3.34835111736704,24
26,-81.4,2015-07-26,3.34932374345198,3.34934281455169,3.34888510815877,24
26,-81.4,2015-07-27,3.3498545557271,3.34987680534342,3.34934281455169,24
26,-81.4,2015-07-28,3.35031544063663,3.35033451173633,3.34987680534342,24
26,-81.4,2015-07-29,3.35077314702954,3.35079221812925,3.35033451173633,24
26,-81.4,2015-07-30,3.35137706518686,3.3514024933198,3.35079221812925,24
26,-81.4,2015-07-31,3.35191423449521,3.35193648411154,3.3514024933198,24
26,-81.3,2015-07-01,2.55688458703572,2.55690047961881,2.55651905762471,24
26,-81.3,2015-07-02,2.55726600902982,2.5572819016129,2.55690047961881,24
26,-81.3,2015-07-03,2.55750121925951,2.55751075480936,2.5572819016129,24
26,-81.3,2015-07-04,2.55773007245597,2.55773960800582,2.55751075480936,24
26,-81.3,2015-07-05,2.55810513741683,2.55812102999991,2.55773960800582,24
26,-81.3,2015-07-06,2.55834034764652,2.55834988319637,2.55812102999991,24
26,-81.3,2015-07-07,2.55871541260738,2.55873130519047,2.55834988319637,24
26,-81.3,2015-07-08,2.55895062283707,2.55896015838692,2.55873130519047,24
26,-81.3,2015-07-09,2.55917947603353,2.55918901158338,2.55896015838692,24
26,-81.3,2015-07-10,2.55955454099439,2.55957043357748,2.55918901158338,24
26,-81.3,2015-07-11,2.55993596298849,2.55995185557157,2.55957043357748,24
26,-81.3,2015-07-12,2.56017117321818,2.56018070876803,2.55995185557157,24
26,-81.3,2015-07-13,2.56040002641463,2.56040956196449,2.56018070876803,24
26,-81.3,2015-07-14,2.5607750913755,2.56079098395858,2.56040956196449,24
26,-81.3,2015-07-15,2.56115651336959,2.56117240595268,2.56079098395858,24
26,-81.3,2015-07-16,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.3,2015-07-17,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.3,2015-07-18,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.3,2015-07-19,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.3,2015-07-20,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.3,2015-07-21,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.3,2015-07-22,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.3,2015-07-23,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.3,2015-07-24,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.3,2015-07-25,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.3,2015-07-26,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.3,2015-07-27,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.3,2015-07-28,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.3,2015-07-29,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.3,2015-07-30,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.3,2015-07-31,2.56117240595268,2.56117240595268,2.56117240595268,24
26,-81.2,2015-07-01,2.47909039282332,2.47909039282332,2.47909039282332,24
26,-81.2,2015-07-02,2.47909039282332,2.47909039282332,2.47909039282332,24
26,-81.2,2015-07-03,2.47909039282332,2.47909039282332,2.47909039282332,24
26,-81.2,2015-07-04,2.47909039282332,2.47909039282332,2.47909039282332,24
26,-81.2,2015-07-05,2.47909039282332,2.47909039282332,2.47909039282332,24
26,-81.2,2015-07-06,2.47909039282332,2.47909039282332,2.47909039282332,24
26,-81.2,2015-07-07,2.47909039282332,2.47909039282332,2.47909039282332,24
26,-81.2,2015-07-08,2.47909039282332,2.47909039282332,2.47909039282332,24
26,-81.2,2015-07-09,2.47909039282332,2.47909039282332,2.47909039282332,24
26,-81.2,2015-07-10,2.47909039282332,2.47909039282332,2.47909039282332,24
26,-81.2,2015-07-11,2.47909039282332,2.47909039282332,2.47909039282332,24
26,-81.2,2015-07-12,2.47909039282332,2.47909039282332,2.47909039282332,24
26,-81.2,2015-07-13,2.47909039282332,2.47909039282332,2.47909039282332,24
26,-81.2,2015-07-14,2.47909039282332,2.47909039282332,2.47909039282332,24
26,-81.2,2015-07-15,2.47909039282332,2.47909039282332,2.47909039282332,24
26,-81.2,2015-07-16,2.47865175753011,2.47909039282332,2.47863268643041,24
26,-81.2,2015-07-17,2.4782671570194,2.47863268643041,2.47825126443631,24
26,-81.2,2015-07-18,2.4778126291431,2.47825126443631,2.4777935580434,24
26,-81.2,2015-07-19,2.47742802863239,2.4777935580434,2.4774121360493,24
26,-81.2,2015-07-20,2.47704660663829,2.4774121360493,2.4770307140552,24
26,-81.2,2015-07-21,2.47659207876199,2.4770307140552,2.47657300766229,24
26,-81.2,2015-07-22,2.47620747825128,2.47657300766229,2.47619158566819,24
26,-81.2,2015-07-23,2.47575295037498,2.47619158566819,2.47573387927528,24
26,-81.2,2015-07-24,2.47536834986427,2.47573387927528,2.47535245728118,24
26,-81.2,2015-07-25,2.47484071610577,2.47535245728118,2.47481846648945,24
26,-81.2,2015-07-26,2.47452604296064,2.47481846648945,2.47451332889417,24
26,-81.2,2015-07-27,2.47414779948317,2.47451332889417,2.47413190690008,24
26,-81.2,2015-07-28,2.47362016572467,2.47413190690008,2.47359791610834,24
26,-81.2,2015-07-29,2.47330549257954,2.47359791610834,2.47329277851307,24
26,-81.2,2015-07-30,2.47292724910206,2.47329277851307,2.47291135651897,24
26,-81.2,2015-07-31,2.47239961534356,2.47291135651897,2.47237736572724,24
26,-81.1,2015-07-01,2.47375048490598,2.47375048490598,2.47375048490598,24
26,-81.1,2015-07-02,2.47375048490598,2.47375048490598,2.47375048490598,24
26,-81.1,2015-07-03,2.47375048490598,2.47375048490598,2.47375048490598,24
26,-81.1,2015-07-04,2.47375048490598,2.47375048490598,2.47375048490598,24
26,-81.1,2015-07-05,2.47375048490598,2.47375048490598,2.47375048490598,24
26,-81.1,2015-07-06,2.47375048490598,2.47375048490598,2.47375048490598,24
26,-81.1,2015-07-07,2.47375048490598,2.47375048490598,2.47375048490598,24
26,-81.1,2015-07-08,2.47375048490598,2.47375048490598,2.47375048490598,24
26,-81.1,2015-07-09,2.47375048490598,2.47375048490598,2.47375048490598,24
26,-81.1,2015-07-10,2.47375048490598,2.47375048490598,2.47375048490598,24
26,-81.1,2015-07-11,2.47375048490598,2.47375048490598,2.47375048490598,24
26,-81.1,2015-07-12,2.47375048490598,2.47375048490598,2.47375048490598,24
