"lat","lon","time","total"
25,-82,2015-03-01,-Inf
25,-82,2015-03-02,-Inf
25,-82,2015-03-03,-Inf
25,-82,2015-03-04,-Inf
25,-82,2015-03-05,-Inf
25,-82,2015-03-06,-Inf
25,-82,2015-03-07,-Inf
25,-82,2015-03-08,-Inf
25,-82,2015-03-09,-Inf
25,-82,2015-03-10,-Inf
25,-82,2015-03-11,-Inf
25,-82,2015-03-12,-Inf
25,-82,2015-03-13,-Inf
25,-82,2015-03-14,-Inf
25,-82,2015-03-15,-Inf
25,-82,2015-03-16,-Inf
25,-82,2015-03-17,-Inf
25,-82,2015-03-18,-Inf
25,-82,2015-03-19,-Inf
25,-82,2015-03-20,-Inf
25,-82,2015-03-21,-Inf
25,-82,2015-03-22,-Inf
25,-82,2015-03-23,-Inf
25,-82,2015-03-24,-Inf
25,-82,2015-03-25,-Inf
25,-82,2015-03-26,-Inf
25,-82,2015-03-27,-Inf
25,-82,2015-03-28,-Inf
25,-82,2015-03-29,-Inf
25,-82,2015-03-30,-Inf
25,-82,2015-03-31,-Inf
25,-81.9,2015-03-01,-Inf
25,-81.9,2015-03-02,-Inf
25,-81.9,2015-03-03,-Inf
25,-81.9,2015-03-04,-Inf
25,-81.9,2015-03-05,-Inf
25,-81.9,2015-03-06,-Inf
25,-81.9,2015-03-07,-Inf
25,-81.9,2015-03-08,-Inf
25,-81.9,2015-03-09,-Inf
25,-81.9,2015-03-10,-Inf
25,-81.9,2015-03-11,-Inf
25,-81.9,2015-03-12,-Inf
25,-81.9,2015-03-13,-Inf
25,-81.9,2015-03-14,-Inf
25,-81.9,2015-03-15,-Inf
25,-81.9,2015-03-16,-Inf
25,-81.9,2015-03-17,-Inf
25,-81.9,2015-03-18,-Inf
25,-81.9,2015-03-19,-Inf
25,-81.9,2015-03-20,-Inf
25,-81.9,2015-03-21,-Inf
25,-81.9,2015-03-22,-Inf
25,-81.9,2015-03-23,-Inf
25,-81.9,2015-03-24,-Inf
25,-81.9,2015-03-25,-Inf
25,-81.9,2015-03-26,-Inf
25,-81.9,2015-03-27,-Inf
25,-81.9,2015-03-28,-Inf
25,-81.9,2015-03-29,-Inf
25,-81.9,2015-03-30,-Inf
25,-81.9,2015-03-31,-Inf
25,-81.8,2015-03-01,-Inf
25,-81.8,2015-03-02,-Inf
25,-81.8,2015-03-03,-Inf
25,-81.8,2015-03-04,-Inf
25,-81.8,2015-03-05,-Inf
25,-81.8,2015-03-06,-Inf
25,-81.8,2015-03-07,-Inf
25,-81.8,2015-03-08,-Inf
25,-81.8,2015-03-09,-Inf
25,-81.8,2015-03-10,-Inf
25,-81.8,2015-03-11,-Inf
25,-81.8,2015-03-12,-Inf
25,-81.8,2015-03-13,-Inf
25,-81.8,2015-03-14,-Inf
25,-81.8,2015-03-15,-Inf
25,-81.8,2015-03-16,-Inf
25,-81.8,2015-03-17,-Inf
25,-81.8,2015-03-18,-Inf
25,-81.8,2015-03-19,-Inf
25,-81.8,2015-03-20,-Inf
25,-81.8,2015-03-21,-Inf
25,-81.8,2015-03-22,-Inf
25,-81.8,2015-03-23,-Inf
25,-81.8,2015-03-24,-Inf
25,-81.8,2015-03-25,-Inf
25,-81.8,2015-03-26,-Inf
25,-81.8,2015-03-27,-Inf
25,-81.8,2015-03-28,-Inf
25,-81.8,2015-03-29,-Inf
25,-81.8,2015-03-30,-Inf
25,-81.8,2015-03-31,-Inf
25,-81.7,2015-03-01,-Inf
25,-81.7,2015-03-02,-Inf
25,-81.7,2015-03-03,-Inf
25,-81.7,2015-03-04,-Inf
25,-81.7,2015-03-05,-Inf
25,-81.7,2015-03-06,-Inf
25,-81.7,2015-03-07,-Inf
25,-81.7,2015-03-08,-Inf
25,-81.7,2015-03-09,-Inf
25,-81.7,2015-03-10,-Inf
25,-81.7,2015-03-11,-Inf
25,-81.7,2015-03-12,-Inf
25,-81.7,2015-03-13,-Inf
25,-81.7,2015-03-14,-Inf
25,-81.7,2015-03-15,-Inf
25,-81.7,2015-03-16,-Inf
25,-81.7,2015-03-17,-Inf
25,-81.7,2015-03-18,-Inf
25,-81.7,2015-03-19,-Inf
25,-81.7,2015-03-20,-Inf
25,-81.7,2015-03-21,-Inf
25,-81.7,2015-03-22,-Inf
25,-81.7,2015-03-23,-Inf
25,-81.7,2015-03-24,-Inf
25,-81.7,2015-03-25,-Inf
25,-81.7,2015-03-26,-Inf
25,-81.7,2015-03-27,-Inf
25,-81.7,2015-03-28,-Inf
25,-81.7,2015-03-29,-Inf
25,-81.7,2015-03-30,-Inf
25,-81.7,2015-03-31,-Inf
25,-81.6,2015-03-01,-Inf
25,-81.6,2015-03-02,-Inf
25,-81.6,2015-03-03,-Inf
25,-81.6,2015-03-04,-Inf
25,-81.6,2015-03-05,-Inf
25,-81.6,2015-03-06,-Inf
25,-81.6,2015-03-07,-Inf
25,-81.6,2015-03-08,-Inf
25,-81.6,2015-03-09,-Inf
25,-81.6,2015-03-10,-Inf
25,-81.6,2015-03-11,-Inf
25,-81.6,2015-03-12,-Inf
25,-81.6,2015-03-13,-Inf
25,-81.6,2015-03-14,-Inf
25,-81.6,2015-03-15,-Inf
25,-81.6,2015-03-16,-Inf
25,-81.6,2015-03-17,-Inf
25,-81.6,2015-03-18,-Inf
25,-81.6,2015-03-19,-Inf
25,-81.6,2015-03-20,-Inf
25,-81.6,2015-03-21,-Inf
25,-81.6,2015-03-22,-Inf
25,-81.6,2015-03-23,-Inf
25,-81.6,2015-03-24,-Inf
25,-81.6,2015-03-25,-Inf
25,-81.6,2015-03-26,-Inf
25,-81.6,2015-03-27,-Inf
25,-81.6,2015-03-28,-Inf
25,-81.6,2015-03-29,-Inf
25,-81.6,2015-03-30,-Inf
25,-81.6,2015-03-31,-Inf
25,-81.5,2015-03-01,-Inf
25,-81.5,2015-03-02,-Inf
25,-81.5,2015-03-03,-Inf
25,-81.5,2015-03-04,-Inf
25,-81.5,2015-03-05,-Inf
25,-81.5,2015-03-06,-Inf
25,-81.5,2015-03-07,-Inf
25,-81.5,2015-03-08,-Inf
25,-81.5,2015-03-09,-Inf
25,-81.5,2015-03-10,-Inf
25,-81.5,2015-03-11,-Inf
25,-81.5,2015-03-12,-Inf
