"lat","lon","time","total"
25,-82,2015-10-01,-Inf
25,-82,2015-10-02,-Inf
25,-82,2015-10-03,-Inf
25,-82,2015-10-04,-Inf
25,-82,2015-10-05,-Inf
25,-82,2015-10-06,-Inf
25,-82,2015-10-07,-Inf
25,-82,2015-10-08,-Inf
25,-82,2015-10-09,-Inf
25,-82,2015-10-10,-Inf
25,-82,2015-10-11,-Inf
25,-82,2015-10-12,-Inf
25,-82,2015-10-13,-Inf
25,-82,2015-10-14,-Inf
25,-82,2015-10-15,-Inf
25,-82,2015-10-16,-Inf
25,-82,2015-10-17,-Inf
25,-82,2015-10-18,-Inf
25,-82,2015-10-19,-Inf
25,-82,2015-10-20,-Inf
25,-82,2015-10-21,-Inf
25,-82,2015-10-22,-Inf
25,-82,2015-10-23,-Inf
25,-82,2015-10-24,-Inf
25,-82,2015-10-25,-Inf
25,-82,2015-10-26,-Inf
25,-82,2015-10-27,-Inf
25,-82,2015-10-28,-Inf
25,-82,2015-10-29,-Inf
25,-82,2015-10-30,-Inf
25,-82,2015-10-31,-Inf
25,-81.9,2015-10-01,-Inf
25,-81.9,2015-10-02,-Inf
25,-81.9,2015-10-03,-Inf
25,-81.9,2015-10-04,-Inf
25,-81.9,2015-10-05,-Inf
25,-81.9,2015-10-06,-Inf
25,-81.9,2015-10-07,-Inf
25,-81.9,2015-10-08,-Inf
25,-81.9,2015-10-09,-Inf
25,-81.9,2015-10-10,-Inf
25,-81.9,2015-10-11,-Inf
25,-81.9,2015-10-12,-Inf
25,-81.9,2015-10-13,-Inf
25,-81.9,2015-10-14,-Inf
25,-81.9,2015-10-15,-Inf
25,-81.9,2015-10-16,-Inf
25,-81.9,2015-10-17,-Inf
25,-81.9,2015-10-18,-Inf
25,-81.9,2015-10-19,-Inf
25,-81.9,2015-10-20,-Inf
25,-81.9,2015-10-21,-Inf
25,-81.9,2015-10-22,-Inf
25,-81.9,2015-10-23,-Inf
25,-81.9,2015-10-24,-Inf
25,-81.9,2015-10-25,-Inf
25,-81.9,2015-10-26,-Inf
25,-81.9,2015-10-27,-Inf
25,-81.9,2015-10-28,-Inf
25,-81.9,2015-10-29,-Inf
25,-81.9,2015-10-30,-Inf
25,-81.9,2015-10-31,-Inf
25,-81.8,2015-10-01,-Inf
25,-81.8,2015-10-02,-Inf
25,-81.8,2015-10-03,-Inf
25,-81.8,2015-10-04,-Inf
25,-81.8,2015-10-05,-Inf
25,-81.8,2015-10-06,-Inf
25,-81.8,2015-10-07,-Inf
25,-81.8,2015-10-08,-Inf
25,-81.8,2015-10-09,-Inf
25,-81.8,2015-10-10,-Inf
25,-81.8,2015-10-11,-Inf
25,-81.8,2015-10-12,-Inf
25,-81.8,2015-10-13,-Inf
25,-81.8,2015-10-14,-Inf
25,-81.8,2015-10-15,-Inf
25,-81.8,2015-10-16,-Inf
25,-81.8,2015-10-17,-Inf
25,-81.8,2015-10-18,-Inf
25,-81.8,2015-10-19,-Inf
25,-81.8,2015-10-20,-Inf
25,-81.8,2015-10-21,-Inf
25,-81.8,2015-10-22,-Inf
25,-81.8,2015-10-23,-Inf
25,-81.8,2015-10-24,-Inf
25,-81.8,2015-10-25,-Inf
25,-81.8,2015-10-26,-Inf
25,-81.8,2015-10-27,-Inf
25,-81.8,2015-10-28,-Inf
25,-81.8,2015-10-29,-Inf
25,-81.8,2015-10-30,-Inf
25,-81.8,2015-10-31,-Inf
25,-81.7,2015-10-01,-Inf
25,-81.7,2015-10-02,-Inf
25,-81.7,2015-10-03,-Inf
25,-81.7,2015-10-04,-Inf
25,-81.7,2015-10-05,-Inf
25,-81.7,2015-10-06,-Inf
25,-81.7,2015-10-07,-Inf
25,-81.7,2015-10-08,-Inf
25,-81.7,2015-10-09,-Inf
25,-81.7,2015-10-10,-Inf
25,-81.7,2015-10-11,-Inf
25,-81.7,2015-10-12,-Inf
25,-81.7,2015-10-13,-Inf
25,-81.7,2015-10-14,-Inf
25,-81.7,2015-10-15,-Inf
25,-81.7,2015-10-16,-Inf
25,-81.7,2015-10-17,-Inf
25,-81.7,2015-10-18,-Inf
25,-81.7,2015-10-19,-Inf
25,-81.7,2015-10-20,-Inf
25,-81.7,2015-10-21,-Inf
25,-81.7,2015-10-22,-Inf
25,-81.7,2015-10-23,-Inf
25,-81.7,2015-10-24,-Inf
25,-81.7,2015-10-25,-Inf
25,-81.7,2015-10-26,-Inf
25,-81.7,2015-10-27,-Inf
25,-81.7,2015-10-28,-Inf
25,-81.7,2015-10-29,-Inf
25,-81.7,2015-10-30,-Inf
25,-81.7,2015-10-31,-Inf
25,-81.6,2015-10-01,-Inf
25,-81.6,2015-10-02,-Inf
25,-81.6,2015-10-03,-Inf
25,-81.6,2015-10-04,-Inf
25,-81.6,2015-10-05,-Inf
25,-81.6,2015-10-06,-Inf
25,-81.6,2015-10-07,-Inf
25,-81.6,2015-10-08,-Inf
25,-81.6,2015-10-09,-Inf
25,-81.6,2015-10-10,-Inf
25,-81.6,2015-10-11,-Inf
25,-81.6,2015-10-12,-Inf
25,-81.6,2015-10-13,-Inf
25,-81.6,2015-10-14,-Inf
25,-81.6,2015-10-15,-Inf
25,-81.6,2015-10-16,-Inf
25,-81.6,2015-10-17,-Inf
25,-81.6,2015-10-18,-Inf
25,-81.6,2015-10-19,-Inf
25,-81.6,2015-10-20,-Inf
25,-81.6,2015-10-21,-Inf
25,-81.6,2015-10-22,-Inf
25,-81.6,2015-10-23,-Inf
25,-81.6,2015-10-24,-Inf
25,-81.6,2015-10-25,-Inf
25,-81.6,2015-10-26,-Inf
25,-81.6,2015-10-27,-Inf
25,-81.6,2015-10-28,-Inf
25,-81.6,2015-10-29,-Inf
25,-81.6,2015-10-30,-Inf
25,-81.6,2015-10-31,-Inf
25,-81.5,2015-10-01,-Inf
25,-81.5,2015-10-02,-Inf
25,-81.5,2015-10-03,-Inf
25,-81.5,2015-10-04,-Inf
25,-81.5,2015-10-05,-Inf
25,-81.5,2015-10-06,-Inf
25,-81.5,2015-10-07,-Inf
25,-81.5,2015-10-08,-Inf
25,-81.5,2015-10-09,-Inf
25,-81.5,2015-10-10,-Inf
25,-81.5,2015-10-11,-Inf
25,-81.5,2015-10-12,-Inf
25,-81.5,2015-10-13,-Inf
25,-81.5,2015-10-14,-Inf
25,-81.5,2015-10-15,-Inf
25,-81.5,2015-10-16,-Inf
25,-81.5,2015-10-17,-Inf
25,-81.5,2015-10-18,-Inf
25,-81.5,2015-10-19,-Inf
25,-81.5,2015-10-20,-Inf
25,-81.5,2015-10-21,-Inf
25,-81.5,2015-10-22,-Inf
25,-81.5,2015-10-23,-Inf
25,-81.5,2015-10-24,-Inf
25,-81.5,2015-10-25,-Inf
25,-81.5,2015-10-26,-Inf
25,-81.5,2015-10-27,-Inf
25,-81.5,2015-10-28,-Inf
25,-81.5,2015-10-29,-Inf
25,-81.5,2015-10-30,-Inf
25,-81.5,2015-10-31,-Inf
25,-81.4,2015-10-01,-Inf
25,-81.4,2015-10-02,-Inf
25,-81.4,2015-10-03,-Inf
25,-81.4,2015-10-04,-Inf
25,-81.4,2015-10-05,-Inf
25,-81.4,2015-10-06,-Inf
25,-81.4,2015-10-07,-Inf
25,-81.4,2015-10-08,-Inf
25,-81.4,2015-10-09,-Inf
25,-81.4,2015-10-10,-Inf
25,-81.4,2015-10-11,-Inf
25,-81.4,2015-10-12,-Inf
25,-81.4,2015-10-13,-Inf
25,-81.4,2015-10-14,-Inf
25,-81.4,2015-10-15,-Inf
25,-81.4,2015-10-16,-Inf
25,-81.4,2015-10-17,-Inf
25,-81.4,2015-10-18,-Inf
25,-81.4,2015-10-19,-Inf
25,-81.4,2015-10-20,-Inf
25,-81.4,2015-10-21,-Inf
25,-81.4,2015-10-22,-Inf
25,-81.4,2015-10-23,-Inf
25,-81.4,2015-10-24,-Inf
25,-81.4,2015-10-25,-Inf
25,-81.4,2015-10-26,-Inf
25,-81.4,2015-10-27,-Inf
25,-81.4,2015-10-28,-Inf
25,-81.4,2015-10-29,-Inf
25,-81.4,2015-10-30,-Inf
25,-81.4,2015-10-31,-Inf
25,-81.3,2015-10-01,-Inf
25,-81.3,2015-10-02,-Inf
25,-81.3,2015-10-03,-Inf
25,-81.3,2015-10-04,-Inf
25,-81.3,2015-10-05,-Inf
25,-81.3,2015-10-06,-Inf
25,-81.3,2015-10-07,-Inf
25,-81.3,2015-10-08,-Inf
25,-81.3,2015-10-09,-Inf
25,-81.3,2015-10-10,-Inf
25,-81.3,2015-10-11,-Inf
25,-81.3,2015-10-12,-Inf
25,-81.3,2015-10-13,-Inf
25,-81.3,2015-10-14,-Inf
25,-81.3,2015-10-15,-Inf
25,-81.3,2015-10-16,-Inf
25,-81.3,2015-10-17,-Inf
25,-81.3,2015-10-18,-Inf
25,-81.3,2015-10-19,-Inf
25,-81.3,2015-10-20,-Inf
25,-81.3,2015-10-21,-Inf
25,-81.3,2015-10-22,-Inf
25,-81.3,2015-10-23,-Inf
25,-81.3,2015-10-24,-Inf
25,-81.3,2015-10-25,-Inf
25,-81.3,2015-10-26,-Inf
25,-81.3,2015-10-27,-Inf
25,-81.3,2015-10-28,-Inf
25,-81.3,2015-10-29,-Inf
25,-81.3,2015-10-30,-Inf
25,-81.3,2015-10-31,-Inf
25,-81.2,2015-10-01,-Inf
25,-81.2,2015-10-02,-Inf
25,-81.2,2015-10-03,-Inf
25,-81.2,2015-10-04,-Inf
25,-81.2,2015-10-05,-Inf
25,-81.2,2015-10-06,-Inf
25,-81.2,2015-10-07,-Inf
25,-81.2,2015-10-08,-Inf
25,-81.2,2015-10-09,-Inf
25,-81.2,2015-10-10,-Inf
25,-81.2,2015-10-11,-Inf
25,-81.2,2015-10-12,-Inf
25,-81.2,2015-10-13,-Inf
25,-81.2,2015-10-14,-Inf
25,-81.2,2015-10-15,-Inf
25,-81.2,2015-10-16,-Inf
25,-81.2,2015-10-17,-Inf
25,-81.2,2015-10-18,-Inf
25,-81.2,2015-10-19,-Inf
25,-81.2,2015-10-20,-Inf
25,-81.2,2015-10-21,-Inf
25,-81.2,2015-10-22,-Inf
25,-81.2,2015-10-23,-Inf
25,-81.2,2015-10-24,-Inf
25,-81.2,2015-10-25,-Inf
25,-81.2,2015-10-26,-Inf
25,-81.2,2015-10-27,-Inf
25,-81.2,2015-10-28,-Inf
25,-81.2,2015-10-29,-Inf
25,-81.2,2015-10-30,-Inf
25,-81.2,2015-10-31,-Inf
25,-81.1,2015-10-01,-Inf
25,-81.1,2015-10-02,-Inf
25,-81.1,2015-10-03,-Inf
25,-81.1,2015-10-04,-Inf
